sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
9380,9081.0,-9058.0,-8893.0,-9805.0,-1428.0,2152.0
9381,10597.0,-9817.0,-8131.0,-9378.0,-273.0,3234.0
9382,10780.0,-10450.0,-7665.0,-8687.0,705.0,3954.0
9383,10765.0,-10975.0,-7533.0,-7764.0,1640.0,4459.0
9384,11100.0,-11497.0,-7294.0,-7019.0,2848.0,4876.0
9385,10412.0,-11945.0,-7072.0,-6091.0,4254.0,5240.0
9386,8805.0,-12057.0,-6820.0,-4962.0,5459.0,5531.0
9387,7474.0,-11549.0,-6504.0,-3887.0,6216.0,5737.0
9388,6407.0,-11079.0,-6217.0,-3070.0,6953.0,5948.0
9389,4856.0,-10944.0,-6002.0,-2335.0,7752.0,6176.0
9390,3108.0,-10559.0,-5904.0,-1591.0,8379.0,5962.0
9391,1451.0,-10193.0,-6161.0,-1035.0,8909.0,5533.0
9392,-224.0,-10459.0,-6358.0,-668.0,9309.0,5435.0
9393,-1927.0,-11175.0,-6689.0,-59.0,9405.0,5094.0
9394,-3336.0,-11588.0,-7145.0,1028.0,9215.0,4325.0
9395,-4300.0,-11301.0,-7192.0,2229.0,8794.0,3995.0
9396,-4964.0,-10899.0,-6667.0,3258.0,8417.0,3832.0
9397,-5763.0,-11066.0,-6389.0,4250.0,8423.0,2924.0
9398,-6956.0,-11422.0,-6462.0,5334.0,8423.0,1592.0
9399,-8052.0,-11268.0,-6593.0,6271.0,7994.0,916.0
9400,-9045.0,-10274.0,-6561.0,7334.0,6973.0,1413.0
9401,-9457.0,-8500.0,-6264.0,8148.0,5790.0,2057.0
9402,-9612.0,-6678.0,-5685.0,8994.0,4799.0,2353.0
9403,-9686.0,-4642.0,-4982.0,9818.0,3827.0,2011.0
9404,-9770.0,-3023.0,-4475.0,9964.0,2960.0,1374.0
9405,-9901.0,-1933.0,-4210.0,10204.0,1931.0,1012.0
9406,-9138.0,-731.0,-3904.0,10410.0,747.0,922.0
9407,-8181.0,311.0,-3478.0,10416.0,-278.0,1054.0
9408,-7651.0,1040.0,-3310.0,10488.0,-1213.0,1077.0
9409,-6907.0,1984.0,-3049.0,10570.0,-2210.0,1181.0
9410,-6098.0,3044.0,-2454.0,10424.0,-3191.0,1496.0
9411,-5343.0,3974.0,-1849.0,9958.0,-4129.0,1871.0
9412,-4495.0,4781.0,-1310.0,9248.0,-5001.0,2257.0
9413,-3953.0,5441.0,-753.0,8443.0,-5573.0,2252.0
9414,-3769.0,5920.0,-332.0,7585.0,-5916.0,1788.0
9415,-3632.0,6404.0,-119.0,6644.0,-6306.0,1329.0
9416,-3175.0,6576.0,119.0,5482.0,-6764.0,1090.0
9417,-2536.0,6574.0,290.0,4265.0,-7185.0,917.0
9418,-1849.0,6534.0,378.0,3023.0,-7439.0,666.0
9419,-1457.0,6361.0,306.0,1780.0,-7607.0,429.0
9420,-1009.0,6058.0,38.0,431.0,-7917.0,475.0
9421,-490.0,5514.0,-219.0,-924.0,-8256.0,831.0
9422,-94.0,5203.0,-380.0,-2063.0,-8449.0,1021.0
9423,81.0,5103.0,-553.0,-3061.0,-8447.0,837.0
9424,73.0,4982.0,-1040.0,-4003.0,-8369.0,489.0
9425,166.0,4832.0,-1462.0,-4945.0,-8390.0,496.0
9426,514.0,4747.0,-1779.0,-6022.0,-8496.0,687.0
9427,1096.0,4510.0,-2287.0,-7228.0,-8524.0,729.0
9428,1945.0,3882.0,-2865.0,-8552.0,-8353.0,633.0
9429,2786.0,2702.0,-3677.0,-9797.0,-7940.0,408.0
9430,3528.0,1452.0,-4421.0,-10666.0,-7491.0,465.0
9431,4221.0,419.0,-5105.0,-11186.0,-7104.0,821.0
9432,5013.0,-524.0,-5733.0,-11460.0,-6571.0,1083.0
9433,6283.0,-1765.0,-6210.0,-11611.0,-5735.0,767.0
9434,7879.0,-3479.0,-6790.0,-11629.0,-4540.0,9.0
9435,8982.0,-5373.0,-7592.0,-11258.0,-3307.0,-159.0
9436,9908.0,-7406.0,-8180.0,-10524.0,-2129.0,476.0
9437,10656.0,-8442.0,-8186.0,-9546.0,-1135.0,2078.0
9438,10355.0,-8802.0,-8173.0,-8788.0,-28.0,3842.0
9439,9973.0,-9677.0,-8091.0,-8332.0,948.0,5470.0
9440,9713.0,-10215.0,-8049.0,-7706.0,1493.0,7358.0
9441,8861.0,-10440.0,-7966.0,-6855.0,2182.0,8973.0
9442,7643.0,-10520.0,-7630.0,-5852.0,2960.0,10040.0
9443,6519.0,-10058.0,-7233.0,-4608.0,3709.0,10762.0
9444,5387.0,-9587.0,-6727.0,-3364.0,4653.0,10680.0
9445,4172.0,-9259.0,-6467.0,-2372.0,5668.0,9846.0
9446,2963.0,-8887.0,-6626.0,-1476.0,6623.0,8898.0
9447,1396.0,-9015.0,-6817.0,-749.0,7598.0,8243.0
9448,-443.0,-9358.0,-6901.0,-20.0,8258.0,7785.0
9449,-1886.0,-9814.0,-7026.0,726.0,8527.0,7382.0
9450,-2827.0,-10117.0,-7152.0,1646.0,8715.0,6705.0
9451,-4033.0,-10177.0,-7412.0,2856.0,9112.0,5413.0
9452,-5702.0,-10105.0,-7683.0,4251.0,9452.0,3816.0
9453,-6757.0,-9732.0,-7802.0,5482.0,9314.0,2656.0
9454,-7219.0,-9438.0,-7580.0,6339.0,8968.0,1872.0
9455,-8086.0,-9197.0,-7480.0,7062.0,8494.0,1462.0
9456,-9244.0,-8531.0,-7429.0,7952.0,7483.0,1817.0
9457,-9986.0,-7121.0,-7043.0,8750.0,5946.0,2514.0
9458,-10457.0,-5461.0,-6341.0,9266.0,4239.0,3373.0
9459,-10730.0,-4201.0,-5383.0,9486.0,2726.0,3776.0
9460,-10564.0,-3345.0,-4450.0,9817.0,1527.0,3351.0
9461,-9864.0,-2562.0,-3756.0,10171.0,403.0,2816.0
9462,-9299.0,-1823.0,-2953.0,10633.0,-415.0,2283.0
9463,-9120.0,-932.0,-2328.0,11322.0,-986.0,1031.0
9464,-8751.0,501.0,-2223.0,12056.0,-1572.0,-259.0
9465,-8254.0,1773.0,-1725.0,12056.0,-2332.0,-769.0
9466,-7279.0,2405.0,-1247.0,11092.0,-3195.0,-734.0
9467,-6242.0,2686.0,-646.0,10232.0,-3948.0,-384.0
9468,-5558.0,3000.0,-165.0,9470.0,-4589.0,-21.0
9469,-4982.0,3424.0,87.0,8752.0,-5205.0,66.0
9470,-4176.0,3824.0,353.0,7904.0,-5791.0,104.0
9471,-3351.0,4094.0,558.0,6893.0,-6273.0,171.0
9472,-2793.0,4212.0,724.0,5945.0,-6470.0,-3.0
9473,-2544.0,4229.0,717.0,5186.0,-6525.0,-300.0
9474,-2321.0,4270.0,586.0,4451.0,-6734.0,-427.0
9475,-1885.0,4506.0,479.0,3681.0,-7054.0,-250.0
9476,-1445.0,4776.0,456.0,2780.0,-7318.0,115.0
9477,-652.0,4918.0,230.0,844.0,-7215.0,129.0
9478,-570.0,4871.0,5.0,-155.0,-7080.0,65.0
9479,-108.0,4972.0,-170.0,-1263.0,-7087.0,233.0
9480,38.0,4870.0,-357.0,-2388.0,-6985.0,265.0
9481,88.0,4526.0,-1047.0,-3636.0,-6934.0,101.0
9482,692.0,4113.0,-1781.0,-4665.0,-7026.0,241.0
9483,1387.0,3568.0,-2351.0,-5675.0,-6942.0,519.0
9484,1560.0,2798.0,-2882.0,-6547.0,-6676.0,966.0
9485,1743.0,2307.0,-3037.0,-7305.0,-6584.0,1699.0
9486,1763.0,2050.0,-3296.0,-8213.0,-6466.0,2299.0
9487,1583.0,1530.0,-3765.0,-9014.0,-6399.0,2954.0
9488,2516.0,1307.0,-4070.0,-9562.0,-6526.0,3693.0
9489,3781.0,723.0,-4229.0,-10147.0,-5843.0,3525.0
9490,4010.0,-308.0,-4747.0,-10613.0,-4521.0,2493.0
9491,4369.0,-1916.0,-5668.0,-11039.0,-3399.0,1440.0
9492,5426.0,-4285.0,-6448.0,-11073.0,-2532.0,861.0
9493,6290.0,-6009.0,-6863.0,-10411.0,-1834.0,966.0
9494,7313.0,-7303.0,-7077.0,-9658.0,-1167.0,1415.0
9495,8632.0,-9228.0,-7250.0,-9195.0,-291.0,1901.0
9496,9574.0,-10757.0,-7285.0,-8498.0,552.0,3035.0
9497,9872.0,-11587.0,-7192.0,-7492.0,1484.0,4471.0
9498,9871.0,-12081.0,-7160.0,-6586.0,2619.0,5516.0
9499,9254.0,-12521.0,-7027.0,-5762.0,3774.0,6731.0
9500,8057.0,-12574.0,-7013.0,-4977.0,4655.0,8110.0
9501,6423.0,-12340.0,-7136.0,-4215.0,5384.0,9411.0
9502,4366.0,-11977.0,-7196.0,-3395.0,5800.0,10938.0
9503,2266.0,-11423.0,-7190.0,-2332.0,5882.0,12183.0
9504,306.0,-10900.0,-7256.0,-1162.0,5899.0,12651.0
9505,-1516.0,-10505.0,-7373.0,-33.0,5677.0,13085.0
9506,-3134.0,-9905.0,-7239.0,1316.0,5454.0,13259.0
9507,-4723.0,-9402.0,-7057.0,2790.0,5602.0,12262.0
9508,-6005.0,-9129.0,-7104.0,4358.0,6033.0,10112.0
9509,-7026.0,-8749.0,-7133.0,6351.0,6659.0,7408.0
9510,-8643.0,-7763.0,-6888.0,8684.0,7653.0,3675.0
9511,-10115.0,-6572.0,-6802.0,10137.0,8587.0,-372.0
9512,-11176.0,-5755.0,-6679.0,10694.0,8620.0,-2083.0
9513,-12010.0,-4497.0,-6254.0,10674.0,7324.0,-972.0
9514,-12452.0,-3091.0,-5290.0,10280.0,5333.0,1235.0
9515,-12366.0,-2109.0,-4150.0,9864.0,3568.0,2500.0
9516,-12087.0,-1545.0,-3096.0,9659.0,2292.0,2389.0
9517,-11377.0,-980.0,-2404.0,9662.0,1230.0,1723.0
9518,-10498.0,-355.0,-2017.0,9920.0,475.0,753.0
9519,-10015.0,295.0,-1891.0,10316.0,118.0,-549.0
9520,-9825.0,1022.0,-1912.0,10750.0,-273.0,-1746.0
9521,-9418.0,2101.0,-1917.0,10901.0,-987.0,-2467.0
9522,-8855.0,3082.0,-1776.0,10557.0,-1927.0,-2298.0
9523,-7986.0,3717.0,-1398.0,9772.0,-2948.0,-1691.0
9524,-6950.0,4106.0,-963.0,8952.0,-3839.0,-1337.0
9525,-5842.0,4386.0,-587.0,8206.0,-4485.0,-1217.0
9526,-4702.0,4506.0,-282.0,7326.0,-4948.0,-1048.0
9527,-3929.0,4472.0,-122.0,6517.0,-5400.0,-517.0
9528,-3442.0,4647.0,53.0,5783.0,-5813.0,109.0
9529,-3002.0,4998.0,191.0,5006.0,-6163.0,456.0
9530,-2560.0,5248.0,359.0,4091.0,-6428.0,674.0
9531,-2400.0,5475.0,372.0,3085.0,-6571.0,545.0
9532,-2185.0,5571.0,125.0,2031.0,-6686.0,147.0
9533,-1772.0,5419.0,-17.0,942.0,-6705.0,-315.0
9534,-1754.0,5261.0,-310.0,73.0,-6537.0,-1214.0
9535,-1862.0,5038.0,-844.0,-710.0,-6462.0,-1980.0
9536,-1696.0,4768.0,-1330.0,-1576.0,-6716.0,-2002.0
9537,-1182.0,4834.0,-1680.0,-2535.0,-7154.0,-1440.0
9538,-659.0,4895.0,-1932.0,-3662.0,-7526.0,-833.0
9539,-209.0,4833.0,-2268.0,-4727.0,-7603.0,-790.0
9540,123.0,4727.0,-2739.0,-5751.0,-7496.0,-935.0
9541,527.0,4441.0,-3315.0,-6931.0,-7474.0,-828.0
9542,862.0,3800.0,-3863.0,-8110.0,-7356.0,-1049.0
9543,1523.0,2708.0,-4842.0,-9132.0,-7187.0,-1728.0
9544,2608.0,1313.0,-5579.0,-9839.0,-6983.0,-2112.0
9545,3397.0,-195.0,-6159.0,-10292.0,-6639.0,-2273.0
9546,3831.0,-948.0,-6813.0,-10415.0,-6555.0,-1813.0
9547,5390.0,-1948.0,-7072.0,-10639.0,-6466.0,-1234.0
9548,7748.0,-4310.0,-7157.0,-11065.0,-5673.0,-1449.0
9549,9302.0,-6560.0,-7403.0,-10844.0,-4551.0,-1454.0
9550,10297.0,-8263.0,-7436.0,-9994.0,-3251.0,-1053.0
9551,11044.0,-9601.0,-7102.0,-9276.0,-1892.0,-494.0
9552,11412.0,-10550.0,-6742.0,-8407.0,-852.0,770.0
9553,12282.0,-11037.0,-6248.0,-7515.0,29.0,2499.0
9554,12926.0,-11582.0,-5459.0,-6862.0,1272.0,4018.0
9555,12157.0,-11630.0,-5050.0,-6031.0,2627.0,5309.0
9556,11041.0,-11422.0,-4814.0,-5274.0,3764.0,6577.0
9557,10210.0,-11367.0,-4612.0,-4631.0,4870.0,7698.0
9558,8782.0,-11285.0,-4692.0,-3812.0,6205.0,8242.0
9559,6749.0,-11118.0,-4950.0,-2821.0,7614.0,7983.0
9560,4764.0,-10915.0,-5210.0,-1823.0,8799.0,7147.0
9561,2559.0,-10712.0,-5803.0,-939.0,9680.0,6102.0
9562,-334.0,-11042.0,-6603.0,-156.0,10277.0,5157.0
9563,-2984.0,-11724.0,-7211.0,554.0,10325.0,4571.0
9564,-4509.0,-12228.0,-7220.0,1333.0,9977.0,4225.0
9565,-5380.0,-12383.0,-6937.0,2450.0,9510.0,3855.0
9566,-5971.0,-12332.0,-6763.0,3751.0,8951.0,3566.0
9567,-6427.0,-11950.0,-6322.0,5133.0,8380.0,3395.0
9568,-6977.0,-11275.0,-5879.0,6640.0,7915.0,2759.0
9569,-7759.0,-10349.0,-5615.0,8145.0,7539.0,1743.0
9570,-8973.0,-8936.0,-5384.0,9474.0,6985.0,845.0
9571,-10057.0,-7039.0,-4987.0,10257.0,5938.0,633.0
9572,-10577.0,-5444.0,-4393.0,10373.0,4677.0,1000.0
9573,-10555.0,-4397.0,-3784.0,10193.0,3309.0,1922.0
9574,-10509.0,-3077.0,-3157.0,9922.0,1782.0,2996.0
9575,-10239.0,-1421.0,-2606.0,9757.0,290.0,3470.0
9576,-9499.0,-7.0,-2052.0,9491.0,-1039.0,3693.0
9577,-8985.0,781.0,-1586.0,8924.0,-1970.0,3318.0
9578,-8410.0,1428.0,-1290.0,8721.0,-2813.0,2888.0
9579,-7577.0,2415.0,-1029.0,8674.0,-3806.0,2877.0
9580,-7138.0,3098.0,-667.0,8230.0,-4277.0,1950.0
9581,-6705.0,3608.0,-635.0,7836.0,-4593.0,614.0
9582,-6153.0,3941.0,-619.0,7174.0,-5018.0,-77.0
9583,-5479.0,4130.0,-567.0,6310.0,-5592.0,-98.0
9584,-4812.0,4284.0,-663.0,5339.0,-6251.0,558.0
9585,-3997.0,4258.0,-577.0,4380.0,-6894.0,1577.0
9586,-2980.0,4432.0,-364.0,3565.0,-7355.0,1979.0
9587,-2403.0,4480.0,-334.0,2816.0,-7425.0,1812.0
9588,-2173.0,4372.0,-523.0,2102.0,-7438.0,1669.0
9589,-1811.0,4490.0,-644.0,1410.0,-7522.0,1606.0
9590,-1436.0,4742.0,-644.0,553.0,-7558.0,1538.0
9591,-1238.0,4872.0,-716.0,-529.0,-7613.0,1577.0
9592,-1197.0,4803.0,-1054.0,-1719.0,-7704.0,1690.0
9593,-1262.0,4373.0,-1433.0,-2797.0,-7747.0,1734.0
9594,-1099.0,3919.0,-1708.0,-3656.0,-7853.0,1721.0
9595,-647.0,3862.0,-1900.0,-4326.0,-7932.0,1738.0
9596,-275.0,4102.0,-2033.0,-5084.0,-7814.0,1708.0
9597,-329.0,4052.0,-2481.0,-6069.0,-7627.0,1613.0
9598,-187.0,3771.0,-3140.0,-7213.0,-7668.0,1940.0
9599,292.0,3503.0,-3665.0,-8488.0,-7733.0,2698.0
9600,737.0,3038.0,-4180.0,-9745.0,-7566.0,3158.0
9601,1289.0,2000.0,-4763.0,-10793.0,-7122.0,2855.0
9602,2077.0,570.0,-5355.0,-11498.0,-6485.0,2038.0
9603,2821.0,-712.0,-5948.0,-11809.0,-5794.0,1147.0
9604,3323.0,-1792.0,-6458.0,-11674.0,-5166.0,847.0
9605,4090.0,-2544.0,-6723.0,-11406.0,-4743.0,1315.0
9606,5432.0,-3939.0,-6888.0,-11486.0,-3999.0,1379.0
9607,6588.0,-5885.0,-7172.0,-11522.0,-2948.0,1231.0
9608,7225.0,-7969.0,-7676.0,-11019.0,-1920.0,1823.0
9609,7801.0,-10272.0,-8085.0,-10272.0,-983.0,3044.0
9610,8651.0,-11991.0,-8094.0,-9438.0,-64.0,4381.0
9611,9556.0,-13446.0,-7903.0,-7751.0,1279.0,4752.0
9612,9940.0,-14869.0,-7996.0,-6005.0,2961.0,3795.0
9613,9806.0,-15598.0,-8216.0,-4225.0,4485.0,3195.0
9614,9279.0,-15169.0,-8007.0,-2472.0,5524.0,4334.0
9615,7949.0,-13951.0,-7353.0,-1120.0,6179.0,6461.0
9616,6177.0,-12875.0,-6730.0,-311.0,6811.0,8195.0
9617,4641.0,-11944.0,-6039.0,569.0,7486.0,8899.0
9618,3084.0,-10765.0,-5522.0,1635.0,8089.0,8705.0
9619,1496.0,-9938.0,-5316.0,2552.0,8819.0,7556.0
9620,-118.0,-9682.0,-5603.0,3195.0,9536.0,5801.0
9621,-1849.0,-10078.0,-6589.0,3644.0,10145.0,4232.0
9622,-3603.0,-11019.0,-7353.0,4398.0,10563.0,3285.0
9623,-4912.0,-11844.0,-7522.0,5658.0,10782.0,1925.0
9624,-5572.0,-11870.0,-7410.0,7278.0,11047.0,-297.0
9625,-6107.0,-11074.0,-7175.0,8769.0,11013.0,-1882.0
9626,-6716.0,-9703.0,-6692.0,9627.0,10312.0,-1841.0
9627,-6976.0,-8079.0,-6167.0,9762.0,9106.0,-774.0
9628,-7731.0,-6566.0,-6185.0,9427.0,7947.0,604.0
9629,-9097.0,-5802.0,-6371.0,8908.0,7170.0,2025.0
9630,-10961.0,-5148.0,-6741.0,8746.0,6015.0,3021.0
9631,-12672.0,-4282.0,-6707.0,9302.0,4353.0,2639.0
9632,-13767.0,-3526.0,-6195.0,10060.0,3140.0,663.0
9633,-13608.0,-2619.0,-5804.0,10684.0,2371.0,-1247.0
9634,-12843.0,-1249.0,-5083.0,10898.0,1439.0,-1601.0
9635,-11853.0,115.0,-4333.0,10682.0,190.0,-870.0
9636,-10922.0,994.0,-3709.0,10064.0,-1143.0,-2.0
9637,-10007.0,1649.0,-3250.0,9307.0,-2282.0,485.0
9638,-8796.0,2341.0,-2631.0,8701.0,-3015.0,256.0
9639,-7459.0,3125.0,-2074.0,8086.0,-3479.0,-692.0
9640,-6376.0,3647.0,-1807.0,7261.0,-3801.0,-1720.0
9641,-5584.0,3945.0,-1520.0,6475.0,-4196.0,-2099.0
9642,-5006.0,4225.0,-1278.0,5785.0,-4728.0,-1681.0
9643,-4527.0,4579.0,-1169.0,5346.0,-5477.0,-681.0
9644,-3872.0,4877.0,-992.0,4920.0,-6489.0,154.0
9645,-3028.0,5090.0,-756.0,4109.0,-7287.0,439.0
9646,-2273.0,5264.0,-496.0,3108.0,-7572.0,300.0
9647,-1831.0,5370.0,-360.0,2233.0,-7575.0,-180.0
9648,-1657.0,5297.0,-339.0,1340.0,-7591.0,-803.0
9649,-1603.0,5097.0,-500.0,418.0,-7669.0,-1258.0
9650,-1475.0,4796.0,-855.0,-339.0,-7787.0,-1575.0
9651,-1195.0,4442.0,-1200.0,-901.0,-7830.0,-1690.0
9652,-821.0,4349.0,-1432.0,-1434.0,-7922.0,-1568.0
9653,-426.0,4420.0,-1416.0,-2203.0,-8103.0,-1308.0
9654,107.0,4279.0,-1463.0,-3229.0,-8229.0,-1234.0
9655,711.0,3829.0,-1690.0,-4242.0,-8311.0,-1058.0
9656,1438.0,3256.0,-2049.0,-5198.0,-8532.0,-595.0
9657,2294.0,2379.0,-2579.0,-6083.0,-8644.0,-231.0
9658,3092.0,1296.0,-3007.0,-6684.0,-8397.0,66.0
9659,3443.0,417.0,-3190.0,-7026.0,-7984.0,399.0
9660,3470.0,151.0,-3518.0,-7187.0,-7736.0,995.0
9661,3410.0,33.0,-3706.0,-7346.0,-7760.0,2193.0
9662,4033.0,293.0,-3750.0,-7584.0,-8218.0,3460.0
9663,5393.0,-357.0,-3943.0,-8319.0,-7636.0,3378.0
9664,6248.0,-1939.0,-4662.0,-8901.0,-5468.0,2461.0
9665,6312.0,-3717.0,-5390.0,-8836.0,-3803.0,1678.0
9666,6682.0,-4834.0,-5821.0,-8383.0,-2970.0,1503.0
9667,7266.0,-5105.0,-5833.0,-7840.0,-2643.0,2574.0
9668,7919.0,-5363.0,-5755.0,-7517.0,-2176.0,3952.0
9669,8462.0,-6069.0,-5791.0,-7530.0,-1190.0,4624.0
9670,8443.0,-6837.0,-6021.0,-7351.0,-143.0,4926.0
9671,8368.0,-7537.0,-6350.0,-6969.0,832.0,5355.0
9672,8456.0,-8459.0,-6728.0,-6571.0,1756.0,5951.0
9673,8169.0,-9671.0,-7320.0,-6015.0,2644.0,6917.0
9674,7239.0,-10273.0,-7462.0,-5153.0,3324.0,8416.0
9675,6120.0,-10181.0,-7129.0,-4237.0,3780.0,9703.0
9676,5277.0,-10095.0,-6772.0,-3458.0,4542.0,9916.0
9677,4307.0,-10221.0,-6366.0,-2786.0,5819.0,9152.0
9678,3155.0,-10471.0,-6060.0,-1984.0,7282.0,7537.0
9679,1978.0,-10634.0,-5823.0,-1083.0,8665.0,5436.0
9680,852.0,-10683.0,-5492.0,-269.0,9687.0,3405.0
9681,47.0,-10850.0,-5242.0,203.0,10400.0,1691.0
9682,-565.0,-11515.0,-5375.0,514.0,10814.0,772.0
9683,-1053.0,-12154.0,-5535.0,1036.0,10822.0,971.0
9684,-1548.0,-12190.0,-5760.0,1650.0,10576.0,1573.0
9685,-2592.0,-12226.0,-6084.0,2402.0,10254.0,2131.0
9686,-3838.0,-12084.0,-6406.0,3519.0,9921.0,2167.0
9687,-4782.0,-11183.0,-6678.0,4793.0,9511.0,1936.0
9688,-5377.0,-10100.0,-6299.0,5669.0,8877.0,1875.0
9689,-5412.0,-9176.0,-5687.0,6273.0,8581.0,1297.0
9690,-6088.0,-8230.0,-5624.0,6918.0,8503.0,908.0
9691,-7595.0,-7121.0,-6169.0,7523.0,7524.0,1753.0
9692,-9027.0,-5815.0,-6522.0,8113.0,5730.0,3328.0
9693,-9704.0,-4289.0,-6207.0,8743.0,4221.0,4414.0
9694,-9924.0,-2495.0,-5608.0,9338.0,3263.0,4234.0
9695,-9692.0,-867.0,-4745.0,9647.0,2645.0,3097.0
9696,-9591.0,25.0,-3609.0,9417.0,2438.0,1988.0
9697,-9177.0,616.0,-2874.0,9310.0,1829.0,1453.0
9698,-8314.0,1150.0,-2636.0,9377.0,563.0,881.0
9699,-7550.0,1510.0,-2384.0,9193.0,-690.0,647.0
9700,-6943.0,2008.0,-2067.0,8813.0,-1692.0,944.0
9701,-6141.0,2710.0,-1618.0,8454.0,-2688.0,1346.0
9702,-5402.0,3275.0,-1059.0,7889.0,-3522.0,1610.0
9703,-4810.0,3644.0,-555.0,7233.0,-4227.0,1680.0
9704,-4210.0,4083.0,-77.0,6556.0,-4860.0,1510.0
9705,-3732.0,4468.0,373.0,5766.0,-5314.0,1198.0
9706,-3419.0,4520.0,710.0,4750.0,-5642.0,844.0
9707,-3100.0,4330.0,775.0,3724.0,-6054.0,564.0
9708,-2633.0,4379.0,719.0,2832.0,-6577.0,626.0
9709,-2256.0,4419.0,700.0,2049.0,-6902.0,679.0
9710,-2086.0,4400.0,633.0,1285.0,-7087.0,473.0
9711,-1673.0,4209.0,504.0,358.0,-7259.0,209.0
9712,-1155.0,3969.0,422.0,-609.0,-7328.0,-68.0
9713,-749.0,3779.0,254.0,-1667.0,-7351.0,-359.0
9714,-327.0,3427.0,134.0,-2696.0,-7124.0,-991.0
9715,58.0,2790.0,-264.0,-3479.0,-6829.0,-1858.0
9716,593.0,1959.0,-868.0,-4200.0,-6879.0,-2301.0
9717,1537.0,1177.0,-1425.0,-4855.0,-7111.0,-2251.0
9718,2360.0,370.0,-1772.0,-5353.0,-7035.0,-1918.0
9719,2647.0,-322.0,-2036.0,-5607.0,-6696.0,-1441.0
9720,2488.0,-942.0,-2196.0,-5840.0,-6485.0,-774.0
9721,2301.0,-1275.0,-2256.0,-5938.0,-6526.0,-289.0
9722,2788.0,-1235.0,-2423.0,-5781.0,-6552.0,-222.0
9723,3891.0,-1404.0,-2557.0,-5707.0,-6120.0,-437.0
9724,5160.0,-2398.0,-2822.0,-6072.0,-4907.0,-797.0
9725,5759.0,-4105.0,-3190.0,-6390.0,-3554.0,-1058.0
9726,5687.0,-4901.0,-3651.0,-5989.0,-2926.0,-638.0
9727,5414.0,-4763.0,-3554.0,-5219.0,-2454.0,387.0
9728,4866.0,-4402.0,-3107.0,-4720.0,-2007.0,1217.0
9729,4222.0,-4002.0,-2723.0,-4565.0,-1841.0,1738.0
9730,4094.0,-3905.0,-2651.0,-4762.0,-1638.0,1877.0
9731,4304.0,-4184.0,-2756.0,-5138.0,-1364.0,2122.0
9732,4567.0,-4705.0,-2918.0,-5494.0,-1111.0,2756.0
9733,4723.0,-5600.0,-3102.0,-5756.0,-662.0,3483.0
9734,4638.0,-6385.0,-3204.0,-5632.0,-347.0,4434.0
9735,4717.0,-6624.0,-3138.0,-5094.0,-169.0,5125.0
9736,4766.0,-6674.0,-3077.0,-4487.0,559.0,5041.0
9737,4389.0,-6829.0,-3178.0,-3973.0,1516.0,4799.0
9738,3706.0,-7043.0,-3328.0,-3479.0,2334.0,4712.0
9739,3071.0,-7154.0,-3251.0,-2968.0,3036.0,4683.0
9740,2402.0,-7174.0,-3073.0,-2482.0,3514.0,4695.0
9741,1811.0,-7182.0,-3110.0,-2067.0,3830.0,4676.0
9742,1272.0,-7039.0,-3311.0,-1665.0,4084.0,4664.0
9743,637.0,-6926.0,-3553.0,-1316.0,4280.0,4747.0
9744,68.0,-6852.0,-3578.0,-767.0,4397.0,4603.0
9745,-327.0,-6668.0,-3422.0,-90.0,4691.0,4071.0
9746,-935.0,-6655.0,-3103.0,469.0,5226.0,3468.0
9747,-1634.0,-6599.0,-2792.0,909.0,5594.0,2896.0
9748,-2073.0,-6437.0,-2566.0,1317.0,5624.0,2282.0
9749,-2365.0,-6368.0,-2425.0,1638.0,5522.0,1904.0
9750,-2659.0,-6383.0,-2318.0,1860.0,5148.0,1796.0
9751,-2769.0,-6537.0,-2119.0,2062.0,4608.0,1773.0
9752,-2675.0,-6643.0,-1786.0,2260.0,4113.0,1777.0
9753,-2586.0,-6712.0,-1592.0,2542.0,3767.0,1519.0
9754,-2574.0,-6733.0,-1464.0,2920.0,3537.0,1097.0
9755,-2481.0,-6782.0,-1193.0,3246.0,3488.0,669.0
9756,-2322.0,-6881.0,-800.0,3537.0,3744.0,192.0
9757,-2425.0,-6691.0,-598.0,3948.0,4032.0,-383.0
9758,-2713.0,-6499.0,-397.0,4328.0,4023.0,-1272.0
9759,-2779.0,-6670.0,14.0,4531.0,3897.0,-2164.0
9760,-2535.0,-6809.0,281.0,4588.0,3750.0,-2723.0
9761,-2277.0,-6750.0,211.0,4637.0,3128.0,-3028.0
9762,-2267.0,-6639.0,-102.0,4849.0,1952.0,-3273.0
9763,-2364.0,-6246.0,-390.0,5141.0,1087.0,-3308.0
9764,-2364.0,-5711.0,-419.0,5276.0,981.0,-3246.0
9765,-2440.0,-5345.0,-267.0,5219.0,1200.0,-3127.0
9766,-2692.0,-5150.0,-346.0,5128.0,1206.0,-3138.0
9767,-2751.0,-4936.0,-611.0,5240.0,889.0,-3365.0
9768,-2761.0,-4925.0,-714.0,5394.0,947.0,-3457.0
9769,-3080.0,-4995.0,-618.0,5280.0,1291.0,-3181.0
9770,-3396.0,-4909.0,-569.0,5158.0,1157.0,-2882.0
9771,-3522.0,-4409.0,-636.0,5470.0,538.0,-2574.0
